Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan Sanction Amount (USD),Loan sanctioned
M,18.0,2317.81,Low,Working,Cooking staff,Rural,129207.95,376.58,3.0,726.7,1,Active,Semi-Urban,1,202058.55,83985.17,True
F,25.0,3067.24,Low,Commercial associate,Laborers,Semi-Urban,60934.3,552.17,1.0,675.38,1,Inactive,Semi-Urban,1,79541.52,42654.01,True
M,63.0,2021.21,Low,Working,Core staff,Semi-Urban,36806.94,182.58,2.0,861.2,0,Active,Semi-Urban,1,62156.15,27605.2,True
F,41.0,3642.87,Low,Commercial associate,Core staff,Urban,68691.72,587.7,2.0,815.73,0,Inactive,Rural,1,79605.95,51518.79,True
M,41.0,2637.76,Low,State servant,Laborers,Semi-Urban,119042.84,386.37,3.0,718.69,1,Inactive,Rural,1,218968.46,83329.99,True
F,41.0,0.0,Low,Commercial associate,Not available,Semi-Urban,98438.54,432.39,2.0,771.3,0,Inactive,Rural,1,162317.8,78750.83,True
M,32.0,2269.79,Low,Commercial associate,Core staff,Rural,111850.49,465.94,2.0,793.23,0,Active,Rural,1,183027.76,83887.87,True
F,65.0,0.0,High,Pensioner,Retired,Semi-Urban,89011.93,483.04,2.0,740.04,0,Active,Urban,1,164527.67,66758.95,True
M,45.0,2012.66,Low,Working,Sales staff,Rural,72892.79,600.25,3.0,673.26,0,Unpossessed,Urban,1,134945.48,47380.31,True
F,23.0,3149.78,Low,State servant,Secretaries,Semi-Urban,180708.56,531.22,2.0,740.04,0,Active,Rural,1,318197.31,144566.85,True
F,19.0,1518.02,Low,Working,Not available,Semi-Urban,90659.45,302.46,2.0,766.62,0,Unpossessed,Semi-Urban,1,158683.45,63461.61,True
M,63.0,1875.64,Low,Working,Laborers,Semi-Urban,94987.23,425.71,3.0,705.55,1,Active,Rural,1,170233.83,66491.06,True
M,23.0,0.0,Low,State servant,High skill tech staff,Urban,160757.33,635.03,3.0,867.46,0,Inactive,Semi-Urban,1,289861.91,120568.0,True
F,47.0,2160.35,Low,Working,Laborers,Semi-Urban,117796.5,429.47,3.0,813.24,0,Unpossessed,Semi-Urban,1,160332.88,94237.2,True
F,29.0,976.7,Low,Working,Sales staff,Semi-Urban,36285.97,383.51,3.0,677.91,0,Active,Urban,1,48238.11,23585.88,True
M,58.0,2480.54,Low,Commercial associate,Managers,Rural,180685.5,789.35,2.0,755.53,0,Inactive,Semi-Urban,1,307386.48,135514.12,True
F,18.0,2117.26,Low,Working,Not available,Urban,238325.83,727.12,1.0,824.41,0,Active,Semi-Urban,1,339972.6,177270.41499999998,True
F,65.0,4311.66,High,Pensioner,Retired,Rural,139368.76,405.93,2.0,842.2,0,Unpossessed,Rural,1,174512.87,104526.57,True
F,35.0,1582.55,Low,State servant,Not available,Semi-Urban,110640.32,421.53,2.0,839.94,0,Active,Rural,1,202881.02,88512.26,True
F,65.0,0.0,High,Pensioner,Retired,Urban,146333.07,644.75,2.0,743.38,1,Unpossessed,Urban,1,237023.03,102433.15,True
M,18.0,2829.78,Low,Commercial associate,Private service staff,Semi-Urban,107466.97,523.62,4.0,765.21,1,Unpossessed,Rural,1,120923.61,80600.23,True
M,18.0,1035.92,Low,Working,Laborers,Semi-Urban,21603.2,114.36,1.0,669.86,0,Unpossessed,Urban,1,41024.45,15122.24,True
F,65.0,2258.25,Low,Pensioner,Retired,Urban,174394.17,946.50875,1.0,886.63,0,Inactive,Semi-Urban,1,258929.19,130795.63,True
F,39.0,4022.81,Low,Working,High skill tech staff,Semi-Urban,136966.69,573.94,3.0,740.04,0,Inactive,Rural,1,200929.29,102725.02,True
M,55.0,0.0,Low,Working,Accountants,Rural,69027.52,306.73,3.0,843.31,0,Active,Semi-Urban,1,91872.88,51770.64,True
F,40.0,1990.84,Low,Working,Core staff,Semi-Urban,43965.85,310.7,0.0,651.74,0,Active,Urban,1,58544.45,30776.09,True
F,54.0,2454.22,Low,Commercial associate,Sales staff,Semi-Urban,32290.46,157.5,1.0,666.06,0,Active,Urban,1,58791.52,20988.8,True
M,50.0,1849.06,Low,Commercial associate,Sales staff,Semi-Urban,49999.13,552.03,2.0,816.72,0,Unpossessed,Urban,1,84631.85,39999.3,True
M,58.0,971.02,Low,Commercial associate,Laborers,Rural,55748.49,152.77,3.0,718.5,0,Inactive,Urban,1,83408.67,36236.52,True
M,58.0,2453.19,Low,Commercial associate,Core staff,Semi-Urban,147931.71,489.68,3.0,741.42,0,Inactive,Semi-Urban,1,242729.45,96155.61,True
M,63.0,1280.82,High,Pensioner,Retired,Semi-Urban,35883.73,180.22,2.0,808.76,1,Active,Semi-Urban,1,66756.34,28706.98,True
F,35.0,2013.18,Low,Working,Sales staff,Semi-Urban,12976.02,168.92,2.0,706.14,0,Inactive,Rural,1,16200.98,9083.21,True
F,60.0,1838.58,Low,Commercial associate,Core staff,Semi-Urban,88378.4,562.95,3.0,702.7,0,Active,Semi-Urban,1,152176.28,57445.96,True
M,47.0,1769.13,Low,Working,Laborers,Rural,12101.9,85.67,2.0,774.19,0,Active,Rural,1,22333.53,9681.52,True
F,19.0,1888.31,Low,Commercial associate,High skill tech staff,Semi-Urban,44171.53,318.21,4.0,725.42,1,Unpossessed,Urban,1,54886.56,28711.49,True
F,50.0,3308.77,Low,Working,Laborers,Rural,71810.93,371.06,4.0,683.66,0,Unpossessed,Semi-Urban,1,110378.45,50267.65,True
F,22.0,0.0,Low,Working,Security staff,Semi-Urban,67180.39,283.77,2.0,740.04,0,Unpossessed,Rural,1,103068.22,50385.29,True
F,42.0,3197.64,Low,State servant,Core staff,Semi-Urban,184216.08,520.07,2.0,725.94,0,Unpossessed,Urban,1,289748.47,128951.26,True
M,60.0,2447.73,Low,Working,Sales staff,Urban,107817.42,836.13,2.0,673.94,0,Unpossessed,Semi-Urban,1,130958.22,70081.32,True
F,62.0,1989.21,High,Pensioner,Retired,Semi-Urban,119850.47,802.39,2.0,828.56,0,Active,Semi-Urban,1,149652.11,83895.33,True
F,29.0,2406.51,Low,Working,Sales staff,Semi-Urban,73524.96,549.05,3.0,705.15,0,Unpossessed,Urban,1,137583.31,51467.47,True
M,38.0,0.0,Low,Working,Sales staff,Semi-Urban,140091.28,487.22,0.0,720.35,0,Inactive,Rural,1,244996.84,91059.33,True
F,18.0,3105.81,Low,Commercial associate,Not available,Urban,36487.2,204.11,1.0,662.54,1,Inactive,Urban,1,49098.9,25541.04,True
M,62.0,3544.33,High,Pensioner,Retired,Urban,120799.82,562.44,2.0,886.9,0,Active,Urban,0,221481.49,90599.86,True
M,27.0,3486.83,Low,Working,Managers,Semi-Urban,38587.3,226.05,2.0,710.19,0,Inactive,Semi-Urban,1,50412.69,25081.75,True
F,35.0,4741.2,Low,Commercial associate,Not available,Rural,121846.93,555.77,4.0,713.26,0,Inactive,Semi-Urban,1,161840.13,79200.5,True
F,30.0,1320.51,Low,Working,Sales staff,Rural,51914.81,280.37,1.0,740.04,0,Inactive,Semi-Urban,1,69353.42,33744.63,True
F,65.0,3074.46,High,Pensioner,Retired,Urban,36950.76,201.19,2.0,740.04,1,Unpossessed,Rural,1,49679.45,27713.07,True
F,40.0,3425.82,Low,Commercial associate,Core staff,Urban,19863.44,106.22,1.0,689.56,0,Active,Rural,1,24319.31,12911.24,True
F,40.0,2662.42,Low,Working,Core staff,Semi-Urban,38409.02,208.92,2.0,874.39,0,Active,Semi-Urban,1,46255.64,28806.76,True
M,65.0,2085.19,High,Pensioner,Retired,Semi-Urban,78044.49,221.87,1.0,800.77,0,Unpossessed,Rural,0,110971.14,54631.14,True
M,22.0,0.0,Low,Working,Managers,Semi-Urban,31889.12,160.26,3.0,844.29,0,Active,Semi-Urban,1,51021.0,23916.84,True
M,52.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,39582.67,397.3,1.0,843.07,0,Unpossessed,Semi-Urban,1,53011.65,31666.14,True
F,38.0,1837.43,Low,Working,Laborers,Semi-Urban,26801.84,133.79,2.0,806.56,0,Inactive,Semi-Urban,1,50463.06,18761.29,True
F,43.0,2641.13,Low,Working,Laborers,Rural,25942.35,192.0,5.0,660.97,0,Active,Semi-Urban,1,44921.97,16862.53,True
M,19.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,30565.0,351.06,2.0,844.04,0,Active,Semi-Urban,1,51172.44,22923.75,True
M,35.0,5351.7775,Low,Commercial associate,Accountants,Semi-Urban,34366.59,173.77,3.0,736.79,0,Inactive,Rural,1,55529.99,22338.28,True
M,46.0,3083.69,Low,Commercial associate,Managers,Semi-Urban,45478.85,465.72,1.0,754.58,0,Active,Semi-Urban,1,62178.42,36383.08,True
F,60.0,1160.45,Low,Working,Not available,Semi-Urban,37418.92,193.57,2.0,821.15,0,Inactive,Semi-Urban,1,56291.86,29935.14,True
F,35.0,2456.2,Low,Working,Sales staff,Semi-Urban,24641.02,300.19,2.0,661.52,0,Unpossessed,Urban,1,29367.85,16016.66,True
M,38.0,0.0,Low,Working,Laborers,Semi-Urban,70201.86,447.64,4.0,657.79,0,Active,Semi-Urban,1,131130.28,49141.3,True
F,18.0,0.0,Low,Working,Not available,Semi-Urban,93305.48,383.76,2.0,822.25,1,Active,Semi-Urban,1,144847.0,69979.11,True
M,18.0,2428.28,Low,Commercial associate,Accountants,Urban,54589.27,356.75,3.0,803.29,0,Inactive,Semi-Urban,1,95225.63,40941.95,True
M,54.0,2123.57,Low,Commercial associate,Private service staff,Semi-Urban,48237.54,252.89,2.0,769.55,0,Unpossessed,Semi-Urban,1,70630.3,33766.28,True
M,18.0,2123.97,Low,Commercial associate,Not available,Semi-Urban,172995.99,691.75,0.0,740.04,0,Inactive,Semi-Urban,1,267709.83,121097.19,True
M,18.0,2866.87,Low,Working,Laborers,Rural,92128.74,431.1,1.0,772.77,0,Unpossessed,Rural,1,133527.33,64490.12,True
M,18.0,942.71,Low,Commercial associate,Accountants,Semi-Urban,9537.91,94.5,3.0,752.0,0,Inactive,Semi-Urban,1,14907.39,6676.54,True
F,37.0,970.47,Low,Commercial associate,Not available,Semi-Urban,86130.76,283.42,4.0,704.21,0,Inactive,Rural,1,121338.85,55984.99,True
M,55.0,3775.59,Low,Working,Sales staff,Rural,67076.78,320.23,2.0,669.0,1,Unpossessed,Semi-Urban,1,84550.7,46953.75,True
M,28.0,3072.69,Low,Working,Laborers,Semi-Urban,46795.96,217.78,2.0,715.5,0,Inactive,Rural,1,55729.7,32757.17,True
M,59.0,0.0,Low,Working,Not available,Semi-Urban,22114.01,111.39,1.0,809.7,0,Inactive,Semi-Urban,1,38656.66,15479.81,True
F,49.0,3817.46,Low,Working,Sales staff,Rural,125582.42,572.18,0.0,809.04,0,Inactive,Semi-Urban,1,203012.18,100465.94,True
F,42.0,1960.98,Low,Working,Laborers,Semi-Urban,80761.58,365.63,5.0,704.18,0,Active,Rural,1,136222.34,56533.11,True
M,18.0,988.65,Low,Working,Sales staff,Semi-Urban,100909.5,434.81,0.0,781.86,0,Active,Semi-Urban,1,156553.43,75682.12,True
M,41.0,1878.38,Low,Working,Laborers,Semi-Urban,38649.53,187.48,4.0,807.47,1,Unpossessed,Rural,1,71713.79,28987.15,True
M,33.0,1062.18,Low,Working,Laborers,Rural,112491.75,409.49,2.0,778.93,0,Inactive,Semi-Urban,1,127456.11,78744.22,True
M,18.0,989.81,Low,Working,Sales staff,Semi-Urban,29827.89,211.92,1.0,687.04,0,Unpossessed,Semi-Urban,1,52290.2,20879.52,True
F,40.0,5351.7775,Low,Commercial associate,Managers,Semi-Urban,110663.01,557.61,3.0,781.53,0,Inactive,Semi-Urban,1,144505.4,82997.26,True
M,30.0,4116.38,Low,Working,Managers,Urban,63118.2,519.24,2.0,725.13,1,Unpossessed,Rural,1,115961.58,41026.83,True
F,44.0,0.0,Low,State servant,Medicine staff,Rural,246597.03749999998,660.31,1.0,740.04,1,Active,Rural,1,369850.44375,177270.41499999998,True
F,64.0,1871.33,Low,Working,Laborers,Semi-Urban,28810.48,159.04,2.0,756.62,0,Unpossessed,Urban,1,53430.42,21607.86,True
F,26.0,2979.95,Low,Commercial associate,High skill tech staff,Rural,144094.76,484.83,2.0,859.82,1,Inactive,Semi-Urban,0,258268.04,115275.81,True
F,27.0,2622.11,Low,Working,Sales staff,Semi-Urban,136318.98,423.88,2.0,767.38,0,Active,Rural,1,207380.13,109055.18,True
M,18.0,2812.23,Low,Commercial associate,Sales staff,Semi-Urban,64392.42,287.04,2.0,741.42,0,Active,Semi-Urban,1,80426.8,41855.07,True
F,59.0,1628.59,Low,Working,Core staff,Rural,72654.17,429.57,3.0,703.53,0,Inactive,Urban,1,110158.82,47225.21,True
M,35.0,1551.86,Low,Working,Laborers,Semi-Urban,68995.8,299.58,0.0,691.93,0,Inactive,Semi-Urban,1,115841.52,48297.06,True
F,40.0,2249.11,Low,Commercial associate,Cooking staff,Semi-Urban,172565.63,871.44,2.0,713.19,0,Unpossessed,Urban,1,203346.36,112167.66,True
F,49.0,0.0,Low,State servant,Not available,Rural,179914.58,536.3,4.0,740.04,0,Unpossessed,Rural,1,274881.63,125940.21,True
F,20.0,2744.75,Low,Working,Medicine staff,Semi-Urban,103331.48,319.06,3.0,740.04,0,Unpossessed,Semi-Urban,1,195886.17,67165.46,True
M,18.0,2772.91,Low,Working,Not available,Rural,114722.17,486.84,2.0,725.36,0,Unpossessed,Rural,1,157306.43,80305.52,True
F,40.0,1036.17,Low,Working,Cleaning staff,Semi-Urban,41726.85,289.11,3.0,793.22,0,Inactive,Urban,1,60638.17,31295.14,True
F,47.0,1835.91,Low,Commercial associate,Sales staff,Rural,152036.8,637.07,1.0,697.13,0,Active,Urban,1,204094.53,98823.92,True
M,50.0,1216.33,Low,Working,Laborers,Semi-Urban,20267.8,244.97,2.0,834.39,0,Active,Urban,1,34672.6,14187.46,True
M,18.0,1501.53,Low,Working,High skill tech staff,Semi-Urban,150976.57,392.94,1.0,815.65,0,Unpossessed,Semi-Urban,1,199080.56,105683.6,True
M,64.0,1365.43,Low,Working,Not available,Semi-Urban,91279.74,247.43,0.0,740.04,0,Active,Rural,1,121407.82,63895.82,True
M,25.0,3433.38,Low,Commercial associate,Accountants,Rural,149624.81,584.09,3.0,766.61,0,Unpossessed,Rural,1,166177.06,112218.61,True
F,18.0,0.0,Low,Working,Managers,Semi-Urban,35050.32,418.13,3.0,817.17,0,Active,Urban,1,45757.22,24535.22,True
F,18.0,1054.91,Low,Commercial associate,Medicine staff,Rural,91354.24,461.87,2.0,703.94,0,Inactive,Urban,1,157495.17,63947.97,True
M,57.0,1241.55,Low,Working,Cooking staff,Semi-Urban,55780.86,273.27,2.0,740.04,0,Active,Rural,1,99301.36,39046.6,True
F,23.0,1824.48,Low,Working,Core staff,Semi-Urban,38563.78,197.72,2.0,785.47,0,Active,Urban,1,71791.33,30851.02,True
F,62.0,1342.74,High,Pensioner,Retired,Semi-Urban,76747.49,274.49,1.0,805.64,0,Active,Rural,1,127713.39,53723.24,True
F,18.0,0.0,Low,State servant,Core staff,Semi-Urban,97131.09,429.59,3.0,713.51,0,Inactive,Semi-Urban,1,115816.88,63135.21,True
M,61.0,0.0,High,Pensioner,Retired,Rural,43650.38,260.53,0.0,767.86,0,Active,Rural,1,75568.82,30555.27,True
M,64.0,1519.28,High,Pensioner,Retired,Rural,19488.74,88.4,2.0,867.85,0,Inactive,Semi-Urban,0,22396.3,14616.56,True
F,65.0,1931.52,High,Pensioner,Retired,Semi-Urban,224418.04,824.03,2.0,740.04,0,Unpossessed,Rural,0,255998.2,168313.53,True
M,31.0,5351.7775,Low,Working,Managers,Urban,246597.03749999998,888.78,4.0,741.74,0,Active,Semi-Urban,1,326104.57,173490.67,True
M,43.0,2039.94,Low,Commercial associate,Accountants,Semi-Urban,55092.92,295.46,1.0,676.33,1,Unpossessed,Semi-Urban,1,100880.97,38565.04,True
F,43.0,2890.95,Low,Working,Laborers,Semi-Urban,81567.44,316.8,3.0,723.55,0,Active,Rural,1,108958.51,57097.21,True
F,49.0,3167.35,Low,Working,Core staff,Semi-Urban,160623.05,466.85,2.0,832.34,0,Inactive,Semi-Urban,1,213641.91,128498.44,True
M,23.0,0.0,Low,Working,Sales staff,Semi-Urban,83803.61,365.36,1.0,764.69,0,Active,Urban,1,112319.86,58662.53,True
M,28.0,2088.14,Low,Commercial associate,Not available,Semi-Urban,58268.72,295.55,1.0,686.18,0,Unpossessed,Urban,1,101040.51,40788.1,True
F,43.0,0.0,Low,Working,Drivers,Semi-Urban,40650.05,311.33,2.0,784.2,1,Active,Urban,1,59379.62,32520.04,True
F,56.0,3010.92,Low,Working,Sales staff,Semi-Urban,181431.36,521.21,2.0,725.71,0,Active,Rural,1,243878.35,117930.38,True
F,39.0,3687.44,Low,Working,Drivers,Semi-Urban,223766.66,896.25,2.0,805.69,0,Inactive,Urban,1,369850.44375,156636.66,True
F,18.0,3749.12,Low,Working,Laborers,Rural,59936.3,505.59,0.0,680.79,0,Unpossessed,Semi-Urban,1,73793.12,41955.41,True
F,30.0,0.0,Low,Working,Sales staff,Semi-Urban,45659.96,182.72,2.0,728.57,0,Inactive,Rural,1,58583.17,29678.97,True
F,65.0,1463.75,High,Pensioner,Retired,Semi-Urban,56189.58,352.32,2.0,868.64,0,Inactive,Semi-Urban,0,78736.32,44951.66,True
M,39.0,1845.86,Low,Commercial associate,High skill tech staff,Semi-Urban,101680.22,589.15,2.0,838.35,0,Inactive,Semi-Urban,1,150717.79,71176.15,True
M,63.0,3881.85,High,Pensioner,Retired,Rural,206606.14,746.79,1.0,869.02,0,Inactive,Urban,0,302114.47,144624.3,True
M,18.0,5351.7775,Low,State servant,Not available,Semi-Urban,204119.19,800.78,2.0,740.04,0,Unpossessed,Urban,1,363029.66,163295.35,True
M,18.0,5351.7775,Low,Commercial associate,Sales staff,Rural,71105.21,737.1,0.0,740.04,0,Inactive,Urban,1,87902.93,53328.91,True
F,39.0,936.72,Low,Working,Managers,Semi-Urban,79382.37,372.06,3.0,684.75,0,Active,Urban,1,101365.36,55567.66,True
F,24.0,1764.68,Low,Working,Laborers,Semi-Urban,29050.88,205.81,3.0,663.4,0,Unpossessed,Rural,1,33904.01,20335.62,True
M,40.0,0.0,Low,Working,Not available,Semi-Urban,21246.9,104.49,2.0,832.4,0,Inactive,Rural,1,32309.33,14872.83,True
F,53.0,1617.97,Low,Working,Security staff,Semi-Urban,18510.35,103.84,2.0,835.62,0,Unpossessed,Rural,1,20794.52,13882.76,True
F,37.0,2123.56,Low,Working,Sales staff,Semi-Urban,143798.89,420.99,0.0,718.82,0,Inactive,Urban,1,210394.42,93469.28,True
M,41.0,2017.79,Low,Working,Core staff,Rural,82514.31,361.66,2.0,765.94,0,Unpossessed,Urban,1,100208.52,66011.45,True
M,40.0,2743.21,Low,Working,Sales staff,Semi-Urban,25399.91,122.35,2.0,709.02,0,Unpossessed,Urban,1,47409.8,16509.94,True
M,18.0,2784.02,Low,Commercial associate,Laborers,Rural,89922.95,395.09,1.0,773.27,0,Active,Semi-Urban,1,136387.54,62946.06,True
F,57.0,4726.67,Low,Working,Core staff,Semi-Urban,102258.7,605.02,2.0,835.98,0,Active,Semi-Urban,1,164911.75,76694.02,True
F,60.0,1310.44,High,Pensioner,Retired,Semi-Urban,112172.75,482.72,2.0,868.79,0,Unpossessed,Rural,0,131373.37,78520.92,True
F,64.0,2770.48,Low,Working,Accountants,Semi-Urban,127462.48,400.98,2.0,678.73,0,Active,Semi-Urban,1,185468.22,82850.61,True
M,60.0,2367.03,High,Pensioner,Retired,Semi-Urban,160325.5,438.31,2.0,820.71,0,Unpossessed,Urban,1,288250.21,128260.4,True
M,51.0,1060.65,Low,Working,Laborers,Rural,10080.75,120.92,2.0,711.48,0,Active,Rural,1,12340.87,7056.52,True
M,45.0,3129.84,Low,Commercial associate,Core staff,Semi-Urban,38807.64,405.84,4.0,711.58,0,Active,Rural,1,45187.84,27165.35,True
M,18.0,3741.02,Low,Working,Drivers,Urban,123375.61,384.63,1.0,805.48,0,Active,Rural,1,193989.9,98700.49,True
F,51.0,3050.26,Low,Working,Laborers,Semi-Urban,69491.78,396.07,2.0,740.04,0,Inactive,Urban,1,128759.45,45169.66,True
F,23.0,4501.67,Low,Working,Not available,Semi-Urban,136355.24,591.68,2.0,749.73,1,Active,Semi-Urban,1,162950.52,95448.67,True
M,46.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,164744.39,469.33,2.0,837.9,1,Active,Semi-Urban,1,209708.78,131795.51,True
F,61.0,3945.07,Low,Working,Managers,Semi-Urban,103011.51,763.75,2.0,786.1,0,Inactive,Urban,1,177596.87,77258.63,True
M,35.0,2531.07,Low,Commercial associate,Laborers,Semi-Urban,101804.15,493.0,3.0,759.04,0,Active,Urban,1,171331.4,76353.11,True
M,44.0,3806.05,Low,Commercial associate,Core staff,Urban,122320.16,495.23,2.0,803.81,1,Inactive,Semi-Urban,1,225348.32,97856.13,True
M,62.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,38345.83,194.56,3.0,689.62,0,Unpossessed,Semi-Urban,1,70239.37,26842.08,True
F,19.0,1351.2,Low,Working,Drivers,Semi-Urban,32002.76,119.4,4.0,664.12,0,Unpossessed,Semi-Urban,1,59276.93,22401.93,True
F,18.0,1497.63,Low,Working,Sales staff,Rural,64824.86,488.63,0.0,861.18,0,Unpossessed,Semi-Urban,1,97672.51,51859.89,True
M,58.0,0.0,Low,Commercial associate,Managers,Semi-Urban,102223.97,298.51,1.0,719.84,1,Active,Rural,1,128231.31,71556.78,True
F,61.0,0.0,High,Pensioner,Retired,Semi-Urban,67436.83,193.11,2.0,835.83,0,Inactive,Urban,0,128102.65,53949.46,True
F,65.0,2311.54,High,Pensioner,Retired,Semi-Urban,27640.07,206.38,1.0,851.55,0,Unpossessed,Semi-Urban,1,30494.04,27640.07,True
F,27.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,150613.48,532.5,2.0,660.4,0,Active,Rural,1,249486.34,105429.44,True
M,62.0,1550.73,Low,Working,High skill tech staff,Urban,13472.91,138.87,2.0,820.47,0,Unpossessed,Rural,1,17704.72,10778.33,True
F,65.0,1317.4,High,Pensioner,Retired,Semi-Urban,76268.11,240.23,2.0,833.1,1,Unpossessed,Urban,1,140354.26,57201.08,True
M,24.0,1964.08,Low,Working,Not available,Semi-Urban,73931.67,466.18,4.0,852.9,0,Active,Urban,1,87289.38,51752.17,True
M,28.0,2017.14,Low,Working,High skill tech staff,Semi-Urban,84118.87,430.05,2.0,732.28,0,Active,Rural,1,93240.89,54677.27,True
F,60.0,2678.99,High,Pensioner,Retired,Urban,38403.63,151.03,2.0,740.04,0,Inactive,Rural,0,71532.61,30722.9,True
M,18.0,3503.27,Low,Working,Not available,Semi-Urban,136120.57,461.06,3.0,745.2,0,Inactive,Urban,1,206365.23,88478.37,True
F,51.0,1397.7,Low,Working,Laborers,Semi-Urban,82756.37,361.64,2.0,740.04,0,Active,Rural,1,103528.75,53791.64,True
M,31.0,0.0,Low,State servant,Managers,Semi-Urban,122790.12,601.24,2.0,782.21,0,Active,Semi-Urban,1,162862.83,92092.59,True
M,44.0,1514.61,Low,Commercial associate,Laborers,Semi-Urban,38239.1,340.3,3.0,698.01,0,Inactive,Rural,1,54881.36,24855.42,True
M,42.0,2253.19,Low,Working,Laborers,Semi-Urban,25773.36,130.13,2.0,683.83,0,Unpossessed,Rural,1,35452.73,16752.68,True
M,32.0,1987.5,Low,Working,Laborers,Semi-Urban,48849.21,198.02,4.0,686.99,0,Unpossessed,Rural,1,76874.89,34194.45,True
F,54.0,3115.46,Low,Working,Private service staff,Semi-Urban,79634.19,584.11,2.0,661.46,0,Active,Urban,1,88552.19,51762.22,True
F,29.0,0.0,Low,Working,Laborers,Urban,108515.11,518.18,2.0,824.95,0,Active,Urban,1,202741.85,75960.58,True
M,44.0,1836.95,Low,Working,Drivers,Semi-Urban,151868.73,527.06,2.0,776.72,0,Active,Urban,1,186860.27,121494.98,True
M,48.0,3055.49,Low,Commercial associate,Not available,Semi-Urban,164812.39,666.73,3.0,746.56,1,Active,Semi-Urban,1,305537.64,107128.05,True
F,65.0,1400.82,High,Pensioner,Retired,Semi-Urban,57497.73,241.02,1.0,806.09,0,Unpossessed,Semi-Urban,1,93570.97,40248.41,True
M,33.0,3148.55,Low,Commercial associate,Sales staff,Semi-Urban,141892.09,740.32,1.0,766.09,0,Inactive,Semi-Urban,1,231664.23,99324.46,True
F,44.0,5351.7775,Low,Commercial associate,Managers,Semi-Urban,120576.71,566.07,1.0,740.04,0,Inactive,Urban,1,188739.01,90432.53,True
M,52.0,0.0,Low,Working,Cleaning staff,Semi-Urban,131658.58,470.58,0.0,716.31,0,Active,Semi-Urban,1,218072.09,85578.08,True
F,61.0,1818.15,Low,Commercial associate,Core staff,Semi-Urban,21078.95,142.07,0.0,762.36,0,Inactive,Rural,1,25432.99,14755.26,True
M,55.0,0.0,Low,State servant,Secretaries,Rural,26954.46,136.87,4.0,720.65,0,Inactive,Semi-Urban,1,50835.65,17520.4,True
M,18.0,1769.89,Low,State servant,Not available,Semi-Urban,199660.1,674.01,4.0,782.06,0,Inactive,Urban,1,328977.06,159728.08,True
M,23.0,3004.67,Low,Working,Not available,Rural,39010.84,342.37,1.0,702.15,0,Active,Urban,1,45058.34,27307.59,True
M,28.0,1859.67,Low,Working,Medicine staff,Semi-Urban,154609.99,420.38,0.0,698.96,0,Inactive,Semi-Urban,1,175473.14,100496.49,True
M,62.0,2240.48,Low,State servant,Core staff,Semi-Urban,78459.01,339.96,1.0,698.46,1,Inactive,Urban,1,117576.81,54921.31,True
M,22.0,1638.02,Low,Working,Accountants,Semi-Urban,17055.02,172.82,4.0,747.59,0,Unpossessed,Urban,1,28628.26,11085.76,True
F,53.0,1056.1,Low,Working,Core staff,Rural,32932.19,172.44,2.0,661.65,1,Inactive,Rural,1,37215.18,21405.92,True
