Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
M,65.0,1125.07,High,Pensioner,Retired,Semi-Urban,117978.0,361.74,1.0,815.01,0,Active,Urban,1,160964.3,True
M,62.0,0.0,High,Pensioner,Retired,Semi-Urban,109615.13,328.45,2.0,851.99,0,Inactive,Rural,1,203243.02,True
M,65.0,1694.24,High,Pensioner,Retired,Semi-Urban,87348.26,461.08,2.0,804.03,0,Active,Rural,1,111584.54,True
F,29.0,0.0,Low,State servant,Not available,Semi-Urban,125658.41,367.0,1.0,858.0,0,Inactive,Urban,1,180696.37,True
F,18.0,2674.62,Low,State servant,Managers,Semi-Urban,187052.54,587.96,2.0,699.31,0,Inactive,Rural,1,322682.64,True
M,25.0,5137.077499999999,Low,Working,Not available,Semi-Urban,192304.95,788.02,0.0,662.19,0,Inactive,Rural,1,276444.12,True
F,26.0,2423.65,Low,Working,Managers,Semi-Urban,200253.07,527.3,2.0,741.94,0,Inactive,Rural,1,246665.49,True
M,38.0,2150.89,Low,Working,Medicine staff,Semi-Urban,78735.68,366.68,2.0,708.14,0,Unpossessed,Urban,1,89067.55,True
M,60.0,1715.39,Low,State servant,Core staff,Semi-Urban,65260.34,214.38,4.0,666.08,0,Inactive,Urban,1,109318.26,True
M,62.0,2533.93,Low,Working,Not available,Semi-Urban,92994.75,532.8,4.0,670.41,0,Inactive,Semi-Urban,1,120209.22,True
M,60.0,3693.92,Low,Working,Laborers,Semi-Urban,22409.77,257.86,1.0,832.68,0,Active,Urban,1,33668.12,True
M,39.0,5061.36,Low,Commercial associate,Sales staff,Semi-Urban,82033.6,402.23,3.0,665.36,0,Unpossessed,Semi-Urban,1,97240.05,True
F,18.0,1525.19,Low,Working,Core staff,Rural,132067.16,454.8,2.0,843.89,0,Active,Urban,1,171478.26,True
M,65.0,0.0,High,Pensioner,Retired,Semi-Urban,44363.43,231.72,2.0,859.25,1,Active,Semi-Urban,1,51380.89,True
F,49.0,1951.64,Low,Commercial associate,Laborers,Semi-Urban,48712.57,254.19,3.0,751.56,0,Inactive,Semi-Urban,1,79425.91,True
F,60.0,1254.74,Low,Working,Cooking staff,Rural,24268.13,130.2,2.0,721.99,0,Inactive,Urban,1,27462.39,True
M,18.0,895.61,Low,Working,Cleaning staff,Semi-Urban,61942.46,330.32,4.0,846.91,0,Active,Semi-Urban,1,114043.76,True
M,58.0,3038.01,Low,Working,Laborers,Semi-Urban,37836.92,199.48,1.0,712.1,1,Inactive,Semi-Urban,1,52924.01,True
F,23.0,2666.76,Low,Working,Managers,Rural,66013.62,744.77,5.0,694.58,1,Unpossessed,Semi-Urban,1,88624.4,True
M,42.0,1084.75,Low,Working,Core staff,Semi-Urban,16689.26,127.88,2.0,825.07,0,Active,Urban,1,24263.32,True
F,57.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,49696.17,451.18,3.0,736.22,0,Unpossessed,Semi-Urban,1,88918.56,True
F,18.0,3701.32,Low,Commercial associate,Private service staff,Semi-Urban,71514.78,415.6,1.0,865.65,0,Inactive,Rural,1,99409.03,True
M,18.0,2419.17,Low,State servant,Core staff,Semi-Urban,45286.25,0.0,2.0,688.76,0,Active,Semi-Urban,1,80264.85,True
M,55.0,1119.9,Low,Working,Laborers,Semi-Urban,51525.84,235.96,3.0,742.37,0,Inactive,Urban,1,60446.24,True
F,65.0,821.72,High,Pensioner,Retired,Semi-Urban,12613.86,136.07,1.0,871.48,0,Unpossessed,Semi-Urban,0,19500.45,True
F,59.0,0.0,Low,Working,Laborers,Semi-Urban,17295.22,168.05,1.0,753.35,1,Active,Rural,1,32811.98,True
F,43.0,4865.41,Low,State servant,Core staff,Urban,60348.43,524.06,2.0,829.7,1,Unpossessed,Semi-Urban,1,92634.55,True
F,44.0,1632.38,Low,Working,Laborers,Rural,24896.0,173.13,2.0,822.53,0,Unpossessed,Semi-Urban,1,46929.75,True
F,33.0,0.0,Low,Working,Not available,Rural,26213.38,125.71,2.0,830.3,0,Inactive,Semi-Urban,1,49600.46,True
M,27.0,2819.47,Low,Commercial associate,Not available,Semi-Urban,40443.0,284.66,3.0,785.47,0,Unpossessed,Urban,1,50015.9,True
M,48.0,1963.37,Low,State servant,Not available,Semi-Urban,55583.86,289.67,2.0,697.93,0,Unpossessed,Semi-Urban,1,87673.94,True
M,64.0,0.0,Low,Working,Not available,Semi-Urban,25807.86,153.73,2.0,767.02,0,Active,Rural,1,42751.56,True
F,53.0,1849.17,Low,Working,Managers,Semi-Urban,63227.19,307.68,4.0,689.51,0,Active,Rural,1,70293.45,True
F,25.0,2401.83,Low,Working,Managers,Rural,40308.9,200.08,2.0,804.33,1,Inactive,Urban,1,48209.27,True
F,50.0,971.52,Low,State servant,Not available,Semi-Urban,57526.89,318.77,3.0,786.88,0,Unpossessed,Semi-Urban,1,105735.46,True
M,64.0,2805.93,Low,State servant,Not available,Rural,88336.81,396.81,2.0,816.57,1,Active,Semi-Urban,1,118222.44,True
M,39.0,990.21,Low,Working,Core staff,Rural,18529.8,114.93,2.0,675.32,0,Active,Urban,1,25544.71,True
F,31.0,5137.077499999999,Low,Commercial associate,Managers,Semi-Urban,81269.41,443.57,3.0,740.43,0,Unpossessed,Rural,1,97212.44,True
F,65.0,1851.22,High,Pensioner,Retired,Semi-Urban,229826.46625,912.1887499999999,1.0,796.09,0,Unpossessed,Semi-Urban,0,342188.40624999994,True
M,47.0,2124.78,Low,Working,Drivers,Semi-Urban,24743.99,293.73,2.0,799.15,0,Unpossessed,Semi-Urban,1,39434.5,True
M,18.0,0.0,Low,Working,Accountants,Semi-Urban,40356.7,187.05,4.0,660.21,0,Inactive,Rural,1,71580.22,True
M,18.0,1357.34,Low,Working,Laborers,Semi-Urban,33627.0,205.54,1.0,665.14,0,Active,Urban,1,59465.09,True
F,64.0,2230.38,Low,Working,Accountants,Semi-Urban,146403.25,451.18,3.0,694.04,0,Inactive,Urban,1,225148.75,True
F,24.0,3226.96,Low,Commercial associate,Managers,Semi-Urban,229826.46625,912.1887499999999,2.0,857.12,0,Unpossessed,Semi-Urban,1,342188.40624999994,True
M,32.0,2395.3,Low,Working,Sales staff,Rural,219622.92,616.36,2.0,750.66,0,Active,Semi-Urban,1,342188.40624999994,True
F,26.0,4527.9,Low,Commercial associate,Managers,Rural,156859.01,912.1887499999999,2.0,832.9,1,Unpossessed,Urban,1,285476.99,True
F,28.0,0.0,Low,State servant,Not available,Semi-Urban,164689.94,555.45,2.0,775.12,0,Unpossessed,Semi-Urban,1,286810.52,True
F,46.0,5137.077499999999,Low,State servant,Drivers,Urban,229826.46625,912.1887499999999,4.0,679.69,0,Active,Urban,1,342188.40624999994,True
F,65.0,0.0,High,Pensioner,Retired,Semi-Urban,119896.43,390.41,0.0,819.6,0,Active,Semi-Urban,0,139864.41,True
M,58.0,3673.67,Low,Working,Laborers,Semi-Urban,76340.7,343.12,3.0,687.47,0,Active,Semi-Urban,1,99502.49,True
F,63.0,1632.13,High,Pensioner,Retired,Semi-Urban,73058.37,456.04,2.0,843.03,0,Unpossessed,Semi-Urban,0,85411.52,True
F,64.0,2426.28,High,Pensioner,Retired,Semi-Urban,79656.49,329.09,2.0,620.78,0,Inactive,Semi-Urban,0,127595.2,True
F,65.0,2845.74,High,Pensioner,Retired,Urban,55846.69,296.88,2.0,856.59,0,Unpossessed,Semi-Urban,1,80420.33,True
M,18.0,1838.44,Low,Commercial associate,Sales staff,Rural,120561.46,624.41,4.0,743.32,1,Inactive,Urban,1,227217.11,True
M,18.0,0.0,Low,Working,Waiters/barmen staff,Rural,45723.35,330.5,4.0,681.6,0,Inactive,Rural,1,81899.39,True
M,40.0,0.0,Low,Working,High skill tech staff,Semi-Urban,162910.8,508.16,3.0,793.3,1,Inactive,Semi-Urban,1,238946.31,True
M,64.0,0.0,High,Pensioner,Retired,Rural,102127.79,461.68,1.0,876.27,0,Active,Semi-Urban,1,174894.73,True
M,36.0,2381.8,Low,Commercial associate,Cooking staff,Semi-Urban,83522.66,525.78,2.0,688.74,0,Inactive,Semi-Urban,1,111869.65,True
F,29.0,3631.25,Low,Working,High skill tech staff,Urban,126341.83,396.76,0.0,801.64,1,Unpossessed,Rural,1,157511.32,True
F,36.0,3018.16,Low,Commercial associate,Not available,Semi-Urban,150248.17,783.78,2.0,799.69,0,Unpossessed,Semi-Urban,1,215451.58,True
F,49.0,2366.6,Low,Working,Not available,Semi-Urban,92939.72,289.23,1.0,740.04,0,Inactive,Semi-Urban,1,156764.21,True
F,51.0,0.0,Low,Working,Laborers,Semi-Urban,47623.18,263.8,3.0,671.62,0,Inactive,Semi-Urban,1,77994.7,True
M,25.0,2178.47,Low,Working,Not available,Semi-Urban,57478.02,441.04,3.0,851.77,0,Unpossessed,Semi-Urban,1,72372.34,True
F,34.0,1666.13,Low,State servant,Medicine staff,Semi-Urban,39653.7,208.73,0.0,676.13,0,Inactive,Rural,1,48974.76,True
M,58.0,2439.76,Low,State servant,Medicine staff,Semi-Urban,155903.11,471.47,1.0,735.09,0,Inactive,Semi-Urban,1,222657.62,True
M,18.0,3468.65,Low,Working,Security staff,Semi-Urban,96957.03,596.14,3.0,654.56,0,Active,Urban,1,159179.52,True
M,32.0,1830.27,Low,Working,Sales staff,Rural,112206.54,437.21,3.0,838.29,0,Inactive,Urban,1,172290.22,True
F,63.0,2535.51,High,Pensioner,Retired,Semi-Urban,130852.8,370.55,2.0,808.5,0,Active,Urban,0,160382.54,True
F,56.0,0.0,Low,Working,Laborers,Rural,36701.09,389.67,2.0,867.48,0,Unpossessed,Urban,1,67131.87,True
F,39.0,1003.51,Low,Working,Sales staff,Semi-Urban,31067.14,223.39,2.0,682.54,1,Unpossessed,Rural,1,46370.93,True
M,55.0,1841.53,Low,Working,Security staff,Semi-Urban,86732.14,445.69,4.0,815.12,0,Unpossessed,Semi-Urban,1,117047.36,True
M,28.0,2443.18,Low,Working,Not available,Semi-Urban,64455.27,469.29,4.0,690.19,1,Unpossessed,Rural,1,117149.51,True
F,42.0,1533.4,Low,Working,Cleaning staff,Semi-Urban,90182.42,464.73,0.0,800.23,0,Unpossessed,Rural,1,136858.7,True
M,41.0,5137.077499999999,Low,Working,Managers,Semi-Urban,95296.76,449.16,3.0,709.75,0,Inactive,Semi-Urban,1,110624.87,True
M,59.0,2428.95,Low,Working,Managers,Semi-Urban,51887.52,242.72,4.0,703.18,0,Active,Urban,1,65492.43,True
M,36.0,3369.52,Low,Commercial associate,Private service staff,Urban,99161.16,494.91,3.0,845.12,0,Active,Rural,1,136449.28,True
F,48.0,1276.47,Low,Working,Not available,Rural,39240.57,233.27,2.0,766.44,0,Active,Semi-Urban,1,67224.3,True
F,18.0,3030.28,Low,Working,Laborers,Semi-Urban,83876.64,554.27,2.0,829.66,1,Unpossessed,Semi-Urban,1,128262.63,True
M,55.0,2722.45,Low,Working,Managers,Semi-Urban,41162.22,201.88,2.0,681.81,0,Active,Urban,1,58977.08,True
M,65.0,2225.93,High,Pensioner,Retired,Semi-Urban,135492.93,661.98,0.0,795.76,0,Inactive,Urban,0,241910.27,True
M,32.0,1453.74,Low,Working,Laborers,Semi-Urban,50650.28,327.79,1.0,785.22,0,Inactive,Semi-Urban,1,76834.27,True
M,21.0,3123.26,Low,Working,Drivers,Semi-Urban,26218.68,274.73,1.0,655.85,1,Unpossessed,Rural,1,30245.25,True
M,65.0,2897.76,High,Pensioner,Retired,Rural,229826.46625,697.69,0.0,785.91,0,Unpossessed,Semi-Urban,1,342188.40624999994,True
F,43.0,3779.59,Low,Working,Sales staff,Semi-Urban,222225.77,617.7,2.0,734.26,0,Active,Rural,1,342188.40624999994,True
F,20.0,2436.75,Low,Working,Laborers,Semi-Urban,65555.46,306.07,3.0,659.04,0,Unpossessed,Semi-Urban,1,111275.89,True
M,39.0,0.0,Low,Working,Not available,Semi-Urban,111821.27,405.53,0.0,740.04,0,Active,Urban,1,142634.81,True
M,34.0,5137.077499999999,Low,Working,Laborers,Semi-Urban,153013.24,601.24,1.0,729.08,0,Active,Urban,1,248891.7,True
F,58.0,3459.77,Low,State servant,High skill tech staff,Semi-Urban,32959.08,254.75,1.0,720.61,1,Active,Urban,1,53592.64,True
F,31.0,2669.09,Low,Working,Cleaning staff,Rural,136778.54,444.78,2.0,720.43,1,Inactive,Semi-Urban,1,159849.92,True
F,18.0,1697.1,Low,Working,Laborers,Semi-Urban,85220.56,372.25,3.0,692.98,0,Unpossessed,Semi-Urban,1,155438.21,True
F,39.0,1814.85,Low,Working,Not available,Semi-Urban,42413.28,257.29,5.0,699.94,1,Inactive,Urban,1,53653.32,True
M,40.0,2089.91,Low,State servant,Managers,Rural,63682.41,181.42,2.0,751.15,0,Active,Urban,1,109855.25,True
F,21.0,3309.35,Low,State servant,Managers,Semi-Urban,14091.99,150.34,2.0,672.17,0,Unpossessed,Semi-Urban,1,21794.36,True
F,31.0,1624.43,Low,Working,Laborers,Semi-Urban,64985.68,540.58,1.0,708.84,1,Inactive,Urban,1,84600.26,True
F,18.0,1271.32,Low,Working,Laborers,Semi-Urban,154010.52,529.9,0.0,768.91,0,Active,Urban,1,264706.38,True
M,38.0,1768.92,Low,Working,Laborers,Semi-Urban,107702.68,351.67,2.0,735.4,1,Active,Rural,1,153041.63,True
F,63.0,1669.87,High,Pensioner,Retired,Semi-Urban,142252.26,599.13,2.0,838.05,0,Active,Urban,0,229522.3,True
M,27.0,4002.03,Low,Working,Medicine staff,Semi-Urban,21254.52,170.81,2.0,788.06,1,Active,Urban,1,32817.02,True
F,38.0,1899.86,Low,Commercial associate,Core staff,Semi-Urban,139003.9,548.96,2.0,785.84,0,Unpossessed,Urban,1,173990.65,True
F,37.0,1995.77,Low,Commercial associate,Not available,Semi-Urban,82592.36,389.63,2.0,696.88,0,Inactive,Rural,1,137518.33,True
F,46.0,1728.74,Low,Working,Laborers,Semi-Urban,71314.5,517.53,3.0,727.43,0,Inactive,Semi-Urban,1,90649.75,True
F,60.0,664.53,Low,Pensioner,Retired,Semi-Urban,6507.32,73.87,2.0,849.53,0,Inactive,Rural,1,10570.79,True
M,33.0,3473.76,Low,Commercial associate,Managers,Semi-Urban,124852.49,470.14,2.0,792.42,0,Inactive,Rural,1,218869.36,True
F,21.0,0.0,Low,Working,Laborers,Semi-Urban,67963.43,326.13,3.0,687.8,0,Inactive,Semi-Urban,1,116751.16,True
M,58.0,3120.56,Low,Working,Cleaning staff,Urban,104543.33,783.89,1.0,740.22,0,Unpossessed,Rural,1,152372.44,True
M,18.0,0.0,Low,Working,Cooking staff,Semi-Urban,93780.34,392.07,2.0,768.78,0,Unpossessed,Urban,1,103630.43,True
F,22.0,1981.36,Low,Working,Not available,Semi-Urban,186727.95,571.12,1.0,809.85,0,Inactive,Urban,1,210989.77,True
M,51.0,2050.46,Low,Commercial associate,Sales staff,Semi-Urban,40907.64,349.93,2.0,654.1,0,Active,Rural,1,74451.43,True
M,23.0,2344.97,Low,Working,Cleaning staff,Semi-Urban,119876.89,576.44,0.0,740.04,0,Unpossessed,Rural,1,182969.03,True
F,50.0,2874.37,Low,Working,Core staff,Rural,143143.81,601.43,1.0,668.39,0,Active,Rural,1,266732.88,True
M,60.0,642.3,Low,Working,Not available,Semi-Urban,73354.73,306.07,2.0,835.87,1,Active,Semi-Urban,1,131946.72,True
F,61.0,3725.36,Low,Commercial associate,Drivers,Semi-Urban,137979.24,516.26,2.0,725.86,0,Inactive,Semi-Urban,1,216805.98,True
M,65.0,2308.95,High,Pensioner,Retired,Semi-Urban,111259.74,489.85,2.0,762.8,0,Inactive,Urban,1,178540.89,True
M,62.0,3203.04,High,Pensioner,Retired,Semi-Urban,32349.61,338.33,0.0,740.04,1,Unpossessed,Rural,1,57163.66,True
F,31.0,2632.27,Low,Working,Not available,Semi-Urban,194131.25,495.36,3.0,725.37,0,Active,Rural,1,234362.15,True
F,18.0,1968.24,Low,Working,Waiters/barmen staff,Semi-Urban,24691.92,121.9,2.0,652.19,0,Active,Semi-Urban,1,29551.78,True
F,28.0,0.0,Low,Working,Laborers,Semi-Urban,64600.21,350.26,3.0,720.33,0,Unpossessed,Rural,1,100438.87,True
F,36.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,68316.77,735.85,2.0,817.03,0,Inactive,Semi-Urban,1,92977.59,True
M,48.0,0.0,Low,Commercial associate,Laborers,Semi-Urban,41170.93,361.04,1.0,740.04,0,Unpossessed,Urban,1,46924.53,True
F,58.0,1958.32,Low,Commercial associate,Accountants,Semi-Urban,64903.92,356.25,1.0,822.29,0,Active,Urban,1,101862.6,True
F,60.0,0.0,Low,Working,Laborers,Semi-Urban,40175.34,274.81,3.0,711.46,0,Unpossessed,Rural,1,51118.31,True
F,23.0,2617.06,Low,Working,Laborers,Semi-Urban,160750.87,532.33,2.0,665.38,1,Active,Semi-Urban,1,215952.46,True
F,21.0,1411.68,Low,Working,Laborers,Rural,27974.96,196.96,0.0,764.7,0,Active,Semi-Urban,1,36562.92,True
F,41.0,1975.02,Low,Working,Not available,Semi-Urban,32962.35,171.2,2.0,743.95,1,Active,Semi-Urban,1,54375.55,True
F,63.0,3568.97,Low,Working,Accountants,Semi-Urban,74129.41,367.91,2.0,710.58,0,Inactive,Urban,1,114871.57,True
F,32.0,2502.46,Low,Commercial associate,Accountants,Semi-Urban,152421.14,482.73,3.0,817.27,0,Active,Urban,1,212561.47,True
F,32.0,0.0,Low,Working,Managers,Semi-Urban,125273.01,597.37,2.0,819.91,1,Unpossessed,Rural,1,214045.63,True
M,22.0,1698.69,Low,State servant,Laborers,Semi-Urban,69622.17,353.59,4.0,845.46,0,Active,Rural,1,132229.82,True
M,64.0,1511.38,Low,Commercial associate,Sales staff,Rural,58215.07,341.29,3.0,710.5,0,Inactive,Urban,1,84346.45,True
M,26.0,2694.51,Low,Working,Core staff,Urban,40348.12,209.96,1.0,660.46,0,Unpossessed,Semi-Urban,1,62910.91,True
M,30.0,4116.38,Low,Working,Managers,Urban,63118.2,519.24,2.0,725.13,1,Unpossessed,Rural,1,115961.58,True
M,45.0,1771.57,Low,State servant,Core staff,Semi-Urban,118841.08,365.31,0.0,781.35,0,Active,Urban,1,165350.69,True
M,51.0,2750.53,Low,Working,Managers,Semi-Urban,67052.34,446.26,2.0,794.79,0,Active,Rural,1,105307.43,True
F,64.0,1326.04,High,Pensioner,Retired,Urban,84216.11,284.52,1.0,741.95,0,Active,Semi-Urban,1,151291.05,True
F,23.0,2455.63,Low,Working,Laborers,Semi-Urban,25255.96,131.71,1.0,658.02,1,Active,Semi-Urban,1,47367.68,True
M,18.0,1540.31,Low,Working,Laborers,Semi-Urban,111651.58,658.45,0.0,809.82,0,Unpossessed,Urban,1,206750.29,True
M,63.0,0.0,High,Pensioner,Retired,Semi-Urban,50112.54,271.37,0.0,826.53,1,Active,Rural,1,76310.73,True
F,52.0,0.0,Low,Commercial associate,Laborers,Urban,40409.76,343.25,3.0,687.71,0,Active,Rural,1,69187.87,True
M,63.0,2312.61,Low,Commercial associate,Core staff,Semi-Urban,93609.39,341.04,2.0,669.26,0,Unpossessed,Semi-Urban,1,119899.69,True
M,27.0,2744.74,Low,State servant,Core staff,Semi-Urban,71871.05,294.01,2.0,668.29,0,Unpossessed,Semi-Urban,1,107976.14,True
M,33.0,3207.66,Low,State servant,Laborers,Semi-Urban,41082.78,210.82,3.0,675.4,0,Active,Semi-Urban,1,58736.1,True
M,63.0,2001.48,High,Pensioner,Retired,Urban,59707.38,200.78,1.0,734.26,0,Active,Urban,0,89112.12,True
M,18.0,0.0,Low,Working,Medicine staff,Semi-Urban,62553.34,227.98,2.0,728.69,1,Active,Semi-Urban,1,70641.59,True
F,20.0,2015.46,Low,Working,Cooking staff,Semi-Urban,157949.56,489.11,2.0,772.26,0,Active,Semi-Urban,1,264999.76,True
F,26.0,1972.89,Low,Working,Security staff,Semi-Urban,78055.34,383.54,2.0,679.44,0,Active,Semi-Urban,1,114494.16,True
M,20.0,2498.8,Low,Working,Not available,Rural,48930.98,270.21,3.0,794.83,1,Active,Semi-Urban,1,58801.98,True
F,28.0,2442.49,Low,Working,IT staff,Semi-Urban,92584.03,297.17,0.0,790.68,0,Unpossessed,Rural,1,113390.86,True
F,58.0,1525.16,Low,Working,Sales staff,Semi-Urban,41382.8,209.34,4.0,708.12,0,Active,Rural,1,59812.89,True
M,35.0,1791.17,Low,Working,Sales staff,Semi-Urban,73897.52,748.79,3.0,781.4,0,Active,Rural,1,92010.64,True
F,52.0,1515.3,Low,Working,Laborers,Semi-Urban,165045.83,482.44,2.0,816.47,0,Active,Semi-Urban,1,181721.69,True
F,62.0,0.0,High,Pensioner,Retired,Rural,64241.67,256.49,1.0,869.41,0,Active,Semi-Urban,0,91761.27,True
M,59.0,1988.86,Low,Working,Security staff,Semi-Urban,12903.09,165.51,1.0,702.35,0,Active,Rural,1,20800.96,True
M,45.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,49338.43,250.11,0.0,684.44,0,Unpossessed,Semi-Urban,1,56965.56,True
M,18.0,5137.077499999999,Low,Commercial associate,Managers,Semi-Urban,183752.56,806.33,2.0,828.47,0,Unpossessed,Rural,1,308070.23,True
M,18.0,0.0,Low,Commercial associate,Not available,Semi-Urban,153864.56,430.66,2.0,809.23,1,Active,Urban,1,206184.58,True
F,62.0,2053.3,Low,Working,Managers,Semi-Urban,60443.73,401.96,3.0,730.0,1,Active,Semi-Urban,1,84536.74,True
M,18.0,3508.94,Low,Working,Core staff,Semi-Urban,70511.88,311.08,2.0,660.38,0,Unpossessed,Semi-Urban,1,113738.41,True
F,25.0,1957.82,Low,Working,Laborers,Semi-Urban,108298.17,436.24,2.0,789.77,0,Unpossessed,Rural,1,189694.74,True
F,36.0,2393.89,Low,Working,Laborers,Semi-Urban,28095.67,230.81,0.0,673.19,0,Inactive,Semi-Urban,1,32178.34,True
F,41.0,1654.23,Low,State servant,Core staff,Semi-Urban,52124.02,310.83,2.0,656.31,0,Active,Urban,1,95923.87,True
F,41.0,2629.74,Low,Commercial associate,Laborers,Semi-Urban,71350.04,289.97,2.0,786.15,0,Active,Rural,1,96059.1,True
F,56.0,2516.98,Low,Working,Laborers,Rural,229826.46625,912.1887499999999,3.0,712.57,0,Inactive,Semi-Urban,1,342188.40624999994,True
M,20.0,2108.74,Low,Working,Laborers,Semi-Urban,109517.74,328.29,1.0,812.85,1,Active,Urban,1,138792.37,True
M,48.0,1684.29,Low,Commercial associate,Laborers,Rural,25747.8,298.09,1.0,740.04,0,Active,Rural,1,41755.02,True
M,18.0,923.35,Low,Working,Not available,Semi-Urban,70681.84,351.14,2.0,740.04,0,Unpossessed,Rural,1,112284.91,True
F,29.0,0.0,Low,Working,Core staff,Rural,142391.87,666.76,2.0,763.88,1,Inactive,Rural,1,192224.86,True
M,25.0,2495.9,Low,Working,Core staff,Semi-Urban,75514.19,438.21,2.0,713.35,0,Active,Rural,1,91137.66,True
F,21.0,1904.19,Low,Working,Laborers,Urban,38197.35,291.86,0.0,688.16,0,Inactive,Urban,1,49764.18,True
M,59.0,2765.75,Low,Working,Laborers,Semi-Urban,30587.59,151.07,2.0,752.64,0,Inactive,Semi-Urban,1,43909.01,True
F,18.0,0.0,Low,Working,Not available,Semi-Urban,85927.28,217.19,0.0,688.21,0,Active,Rural,1,160151.78,True
F,53.0,2024.17,Low,Commercial associate,Not available,Semi-Urban,43945.55,463.0,2.0,730.73,0,Active,Rural,1,65063.51,True
M,51.0,1291.17,Low,Working,Accountants,Semi-Urban,27321.01,248.53,3.0,792.22,0,Unpossessed,Rural,1,47641.79,True
M,22.0,2362.35,Low,State servant,Not available,Semi-Urban,106584.46,306.8,2.0,869.21,0,Inactive,Semi-Urban,1,123695.63,True
M,36.0,1652.56,Low,Commercial associate,Security staff,Semi-Urban,44680.07,278.94,2.0,664.99,0,Unpossessed,Urban,1,65021.89,True
M,28.0,1590.91,Low,Working,Laborers,Semi-Urban,47475.48,176.28,3.0,659.71,0,Inactive,Semi-Urban,1,86213.05,True
M,18.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,28108.8,128.81,3.0,740.04,0,Active,Semi-Urban,1,31523.28,True
M,18.0,1890.13,Low,Commercial associate,Laborers,Semi-Urban,60414.15,462.66,2.0,810.36,0,Unpossessed,Semi-Urban,1,112626.62,True
M,26.0,1363.2,Low,Working,Not available,Semi-Urban,110952.73,564.44,0.0,667.3,0,Inactive,Rural,1,209353.62,True
M,45.0,3758.54,Low,Working,Laborers,Semi-Urban,147965.47,480.96,0.0,765.16,0,Unpossessed,Rural,1,265157.74,True
M,60.0,1427.62,High,Pensioner,Retired,Rural,30924.46,144.06,1.0,843.15,0,Active,Urban,1,53644.66,True
M,30.0,2098.9,Low,Commercial associate,Accountants,Semi-Urban,130760.78,499.97,3.0,734.4,0,Active,Urban,1,151400.48,True
F,62.0,4139.01,Low,Working,Drivers,Semi-Urban,181143.66,513.46,4.0,723.17,0,Unpossessed,Rural,1,255072.52,True
M,30.0,2262.1,Low,Working,Not available,Semi-Urban,67103.8,522.64,3.0,747.67,0,Unpossessed,Semi-Urban,1,109289.1,True
F,20.0,3439.44,Low,State servant,Not available,Urban,160462.84,506.17,3.0,762.83,0,Inactive,Semi-Urban,1,297210.32,True
F,45.0,1228.89,Low,State servant,High skill tech staff,Semi-Urban,21214.54,95.86,2.0,808.18,0,Inactive,Semi-Urban,1,40121.1,True
M,18.0,5137.077499999999,Low,Commercial associate,HR staff,Urban,126794.57,606.6,2.0,832.56,0,Active,Semi-Urban,1,221588.51,True
F,47.0,2160.35,Low,Working,Laborers,Semi-Urban,117796.5,429.47,3.0,813.24,0,Unpossessed,Semi-Urban,1,160332.88,True
F,61.0,1616.57,Low,Working,Not available,Semi-Urban,21528.21,184.66,2.0,740.04,0,Active,Semi-Urban,1,29036.37,True
M,35.0,2013.02,Low,Working,High skill tech staff,Rural,133424.38,590.72,2.0,741.82,1,Unpossessed,Rural,1,177774.45,True
F,18.0,0.0,Low,Working,Not available,Semi-Urban,72260.72,517.98,2.0,740.04,0,Unpossessed,Rural,1,98181.67,True
F,28.0,1677.73,Low,Commercial associate,Accountants,Semi-Urban,83492.01,414.42,2.0,672.81,1,Inactive,Semi-Urban,1,96886.72,True
