Gender,Age,Income (USD),Income Stability,Profession,Type of Employment,Location,Loan Amount Request (USD),Current Loan Expenses (USD),Dependents,Credit Score,No. of Defaults,Has Active Credit Card,Property Location,Co-Applicant,Property Price,Loan sanctioned
F,60.0,0.0,Low,Commercial associate,Drivers,Semi-Urban,105022.27,456.53,2.0,688.33,0,Active,Rural,1,126394.89,True
M,60.0,2047.3,High,Pensioner,Retired,Semi-Urban,122202.25,356.97,2.0,738.73,1,Unpossessed,Urban,1,155599.05,True
F,59.0,3367.01,Low,Commercial associate,Managers,Semi-Urban,178313.8,510.94,2.0,740.04,0,Unpossessed,Rural,1,205261.64,True
F,45.0,2714.06,Low,Working,Low-skill Laborers,Semi-Urban,52775.81,244.9,2.0,698.46,0,Unpossessed,Semi-Urban,1,69344.11,True
F,28.0,2151.53,Low,Commercial associate,Core staff,Urban,189749.74,556.38,1.0,746.54,0,Unpossessed,Rural,1,255905.36,True
F,61.0,5167.51125,Low,Working,Accountants,Rural,186715.38,527.81,1.0,748.38,0,Active,Semi-Urban,1,270558.3,True
F,21.0,5167.51125,Low,Commercial associate,Managers,Urban,205963.15,920.3712499999999,2.0,782.3,0,Active,Urban,1,268132.44,True
M,26.0,2815.37,Low,Working,Sales staff,Semi-Urban,30982.52,244.31,1.0,758.19,0,Unpossessed,Urban,1,52599.91,True
M,41.0,3344.41,Low,State servant,High skill tech staff,Urban,213622.93,850.2,3.0,883.04,0,Active,Urban,1,344891.6775,True
F,22.0,0.0,Low,Working,Laborers,Semi-Urban,63875.16,323.63,3.0,762.73,0,Unpossessed,Semi-Urban,1,105754.98,True
F,64.0,1681.05,Low,State servant,High skill tech staff,Rural,72945.81,283.35,4.0,691.66,0,Inactive,Rural,1,128132.65,True
M,27.0,2326.24,Low,Commercial associate,Core staff,Semi-Urban,51614.54,268.29,3.0,684.68,0,Active,Rural,1,87717.92,True
F,46.0,3621.93,Low,State servant,Medicine staff,Semi-Urban,89871.92,717.97,5.0,742.52,0,Inactive,Rural,1,169482.2,True
M,31.0,2358.5,Low,Working,Sales staff,Rural,37570.82,189.83,3.0,798.17,0,Unpossessed,Semi-Urban,1,63597.65,True
F,39.0,0.0,Low,State servant,Not available,Semi-Urban,173937.59,920.3712499999999,2.0,805.2,0,Unpossessed,Rural,1,244980.48,True
F,18.0,3157.37,Low,Commercial associate,Not available,Semi-Urban,33912.57,224.81,2.0,740.04,0,Unpossessed,Semi-Urban,1,57016.37,True
M,35.0,2033.46,Low,State servant,Laborers,Semi-Urban,137232.31,437.85,1.0,718.51,1,Active,Semi-Urban,1,259847.92,True
M,28.0,3639.02,Low,Commercial associate,Managers,Semi-Urban,67503.5,822.07,0.0,676.99,0,Inactive,Rural,1,103136.71,True
M,63.0,1993.98,Low,State servant,Medicine staff,Semi-Urban,112252.73,404.13,1.0,758.73,0,Unpossessed,Rural,1,178351.21,True
M,61.0,1738.79,Low,Commercial associate,Sales staff,Semi-Urban,92869.7,494.49,2.0,772.97,0,Inactive,Semi-Urban,1,119282.45,True
F,58.0,1265.06,Low,Working,Sales staff,Semi-Urban,202605.1,554.34,2.0,711.17,1,Inactive,Semi-Urban,1,233053.59,True
M,23.0,1288.01,Low,Commercial associate,Sales staff,Semi-Urban,66172.82,366.06,3.0,746.26,1,Inactive,Rural,1,99961.31,True
F,57.0,839.16,Low,Working,Security staff,Rural,43283.74,174.76,3.0,696.69,0,Active,Urban,1,59184.99,True
M,42.0,2139.98,Low,Working,Core staff,Semi-Urban,24656.28,124.14,2.0,852.17,0,Unpossessed,Rural,1,31258.86,True
M,34.0,0.0,Low,Working,Medicine staff,Semi-Urban,57345.32,252.27,1.0,700.19,0,Inactive,Semi-Urban,1,86460.22,True
M,25.0,1590.36,Low,Commercial associate,High skill tech staff,Semi-Urban,140024.44,512.11,2.0,722.01,1,Unpossessed,Rural,1,230793.85,True
F,30.0,3220.46,Low,Working,Laborers,Semi-Urban,67772.73,504.11,2.0,683.28,0,Unpossessed,Urban,1,115678.58,True
M,64.0,1699.94,Low,Working,Managers,Semi-Urban,45364.52,240.49,1.0,716.42,0,Inactive,Rural,1,66536.12,True
M,51.0,2136.72,Low,Working,Not available,Semi-Urban,198265.45,531.61,2.0,842.79,0,Inactive,Urban,1,245426.58,True
F,44.0,4256.43,Low,Commercial associate,IT staff,Urban,87145.23,320.05,0.0,810.59,0,Inactive,Urban,1,148326.2,True
M,47.0,1481.03,Low,Working,Core staff,Urban,19488.91,159.61,3.0,739.45,1,Unpossessed,Rural,1,23199.54,True
F,50.0,1170.7,Low,State servant,Not available,Semi-Urban,21233.35,239.09,3.0,698.97,0,Active,Semi-Urban,1,25167.79,True
M,36.0,2206.26,Low,Commercial associate,Sales staff,Urban,93063.6,511.61,2.0,810.49,0,Active,Rural,1,150585.06,True
F,65.0,0.0,High,Pensioner,Retired,Semi-Urban,48754.89,183.38,2.0,815.77,0,Unpossessed,Urban,0,79397.38,True
M,61.0,0.0,Low,Working,Not available,Semi-Urban,74676.35,411.93,1.0,737.3,0,Unpossessed,Urban,1,124055.16,True
F,26.0,630.91,Low,Working,Medicine staff,Rural,17513.25,185.95,2.0,699.04,0,Active,Rural,1,27816.25,True
M,18.0,0.0,Low,State servant,High skill tech staff,Semi-Urban,22987.42,121.88,2.0,745.49,0,Unpossessed,Semi-Urban,1,40885.45,True
F,35.0,3165.68,Low,Working,Laborers,Semi-Urban,84571.36,317.85,0.0,851.46,0,Active,Urban,1,147715.89,True
F,24.0,2434.22,Low,Working,Accountants,Semi-Urban,101417.09,486.51,4.0,740.04,0,Active,Semi-Urban,1,125172.79,True
M,47.0,1318.94,Low,Working,Not available,Semi-Urban,24456.72,122.22,1.0,740.04,0,Active,Rural,1,38526.05,True
F,43.0,0.0,Low,Working,Not available,Semi-Urban,124313.77,830.39,2.0,684.53,0,Inactive,Rural,1,193963.38,True
F,56.0,1353.21,Low,Working,Core staff,Semi-Urban,22064.69,119.69,3.0,831.58,0,Active,Semi-Urban,1,32156.08,True
M,52.0,2765.55,Low,State servant,Managers,Semi-Urban,84497.36,312.74,0.0,814.02,0,Inactive,Semi-Urban,1,106097.1,True
F,52.0,1263.62,Low,Working,Laborers,Semi-Urban,107102.83,551.04,2.0,710.74,0,Inactive,Urban,1,123685.51,True
M,21.0,2480.68,Low,Working,Laborers,Semi-Urban,96636.9,539.48,0.0,740.13,0,Inactive,Urban,1,146385.18,True
F,57.0,2889.25,Low,Commercial associate,Core staff,Semi-Urban,61725.91,462.19,2.0,673.27,0,Active,Semi-Urban,1,101607.4,True
M,25.0,3048.45,Low,State servant,Laborers,Urban,82983.24,534.25,3.0,713.45,0,Inactive,Urban,1,137517.53,True
F,53.0,4925.8,Low,Commercial associate,Managers,Semi-Urban,158206.69,573.56,4.0,685.8,0,Active,Urban,1,271071.63,True
F,60.0,1088.86,Low,Pensioner,Retired,Semi-Urban,39831.42,320.96,2.0,806.57,0,Inactive,Rural,0,73875.73,True
M,19.0,925.8,Low,Working,Sales staff,Semi-Urban,6108.05,70.15,0.0,816.06,0,Active,Rural,1,9273.62,True
M,18.0,1414.75,Low,Commercial associate,Sales staff,Semi-Urban,32661.49,144.68,1.0,680.48,0,Active,Urban,1,37497.04,True
F,38.0,5167.51125,Low,Working,Managers,Rural,230665.075,920.3712499999999,3.0,810.1,0,Inactive,Rural,1,344891.6775,True
F,65.0,2739.96,High,Pensioner,Retired,Semi-Urban,77223.05,374.44,1.0,829.61,0,Inactive,Rural,0,85041.86,True
M,57.0,2243.61,Low,Commercial associate,Sales staff,Semi-Urban,145629.36,430.4,2.0,688.31,0,Active,Urban,1,248038.32,True
M,18.0,2813.94,Low,Working,Not available,Semi-Urban,165670.28,410.74,1.0,766.21,0,Active,Semi-Urban,1,198539.08,True
M,44.0,2219.6,Low,Working,Not available,Urban,39696.64,357.04,0.0,770.15,1,Active,Semi-Urban,1,53865.82,True
M,41.0,2248.94,Low,Working,Laborers,Semi-Urban,114990.7,599.7,2.0,718.56,0,Active,Urban,1,218222.65,True
F,59.0,2724.85,Low,Working,Not available,Rural,91598.47,322.36,4.0,809.19,0,Inactive,Urban,1,159618.55,True
F,43.0,1286.9,Low,State servant,Laborers,Semi-Urban,101122.22,405.82,4.0,704.73,1,Active,Rural,1,159615.7,True
M,39.0,1520.28,Low,Working,Laborers,Semi-Urban,40290.28,246.55,1.0,684.95,0,Unpossessed,Urban,1,45378.02,True
M,50.0,4700.54,Low,Working,Laborers,Rural,230665.075,780.43,2.0,801.84,0,Inactive,Semi-Urban,1,344891.6775,True
F,29.0,588.32,Low,Working,Medicine staff,Semi-Urban,51561.31,554.35,3.0,799.67,0,Inactive,Urban,1,79266.84,True
F,36.0,4267.36,Low,Working,Private service staff,Urban,175049.7,648.75,2.0,826.32,1,Unpossessed,Semi-Urban,1,195774.84,True
F,48.0,3517.33,Low,Working,Laborers,Semi-Urban,37440.0,388.5,4.0,652.38,0,Unpossessed,Semi-Urban,1,62413.1,True
F,18.0,920.46,Low,Commercial associate,Sales staff,Semi-Urban,39049.7,226.47,0.0,740.04,0,Unpossessed,Rural,1,52992.45,True
M,46.0,3340.42,Low,Commercial associate,Secretaries,Semi-Urban,76345.82,519.89,3.0,684.27,0,Unpossessed,Semi-Urban,1,113371.45,True
M,65.0,1233.46,High,Pensioner,Retired,Rural,72611.92,372.64,1.0,712.98,0,Active,Semi-Urban,1,107806.0,True
M,38.0,0.0,Low,Working,Sales staff,Semi-Urban,92707.96,505.79,2.0,742.79,0,Active,Semi-Urban,1,111288.65,True
F,49.0,2458.78,Low,State servant,Not available,Semi-Urban,113573.56,406.8,3.0,656.01,0,Unpossessed,Urban,1,143830.29,True
F,54.0,4514.66,Low,Commercial associate,Not available,Semi-Urban,230665.075,765.71,0.0,836.14,0,Active,Urban,1,344891.6775,True
M,28.0,2524.86,Low,Working,Laborers,Semi-Urban,72682.5,493.68,4.0,751.36,0,Inactive,Rural,1,125222.78,True
M,18.0,0.0,Low,Working,Sales staff,Semi-Urban,37970.94,198.67,2.0,651.47,0,Unpossessed,Urban,1,67418.11,True
M,21.0,2271.38,Low,State servant,Core staff,Rural,35456.36,241.83,4.0,703.2,1,Inactive,Semi-Urban,1,65685.36,True
M,38.0,2829.8,Low,Working,Laborers,Semi-Urban,41451.48,458.96,1.0,743.23,0,Active,Semi-Urban,1,73794.56,True
F,65.0,891.17,High,Pensioner,Retired,Semi-Urban,20426.28,148.87,2.0,832.84,0,Active,Semi-Urban,1,27977.24,True
F,18.0,2003.44,Low,Working,Laborers,Semi-Urban,36669.95,185.62,0.0,700.94,0,Active,Urban,1,55775.91,True
M,59.0,2690.68,Low,State servant,Laborers,Semi-Urban,19886.14,217.01,4.0,751.86,0,Active,Urban,1,36173.23,True
F,34.0,0.0,Low,Commercial associate,Managers,Rural,70657.94,472.6,2.0,767.85,0,Unpossessed,Urban,1,112699.09,True
F,27.0,2806.74,Low,Commercial associate,Not available,Semi-Urban,80334.62,388.35,3.0,707.11,0,Unpossessed,Urban,1,107818.19,True
M,28.0,2292.82,Low,State servant,Laborers,Semi-Urban,95966.46,506.36,5.0,709.2,1,Unpossessed,Semi-Urban,1,120633.73,True
M,28.0,3187.17,Low,Working,Sales staff,Semi-Urban,71911.94,531.47,2.0,691.69,0,Unpossessed,Rural,1,84339.45,True
F,40.0,2624.57,Low,Commercial associate,Laborers,Semi-Urban,114130.02,589.14,3.0,859.5,1,Active,Rural,1,183102.87,True
F,61.0,800.75,High,Pensioner,Retired,Semi-Urban,69905.48,205.95,2.0,696.64,0,Unpossessed,Urban,1,82112.1,True
M,42.0,3009.28,Low,Working,Sales staff,Rural,150900.96,537.52,3.0,732.52,1,Unpossessed,Semi-Urban,1,173484.82,True
F,32.0,3972.49,Low,Working,Not available,Rural,173926.15,642.63,3.0,748.68,0,Unpossessed,Semi-Urban,1,301219.21,True
M,62.0,2927.06,Low,Working,Sales staff,Rural,132099.51,358.46,2.0,815.39,0,Inactive,Urban,1,236309.89,True
F,18.0,4594.92,Low,Commercial associate,Managers,Semi-Urban,185620.62,525.02,2.0,837.92,0,Unpossessed,Semi-Urban,1,239603.62,True
M,25.0,5167.51125,Low,State servant,Managers,Semi-Urban,230665.075,920.3712499999999,2.0,834.54,0,Inactive,Semi-Urban,1,344891.6775,True
F,62.0,4180.2,High,Pensioner,Retired,Urban,81324.59,500.79,1.0,873.14,0,Inactive,Semi-Urban,1,125042.22,True
F,65.0,2430.63,High,Pensioner,Retired,Semi-Urban,104317.9,350.77,1.0,857.04,0,Unpossessed,Urban,1,138319.71,True
M,18.0,2643.76,Low,Working,Not available,Semi-Urban,102329.69,465.96,2.0,808.31,0,Unpossessed,Urban,1,112712.61,True
F,65.0,1231.89,High,Pensioner,Retired,Semi-Urban,42740.43,167.9,2.0,829.41,1,Active,Urban,1,62751.88,True
F,42.0,1323.72,Low,Working,Managers,Semi-Urban,85860.33,483.26,2.0,708.56,0,Active,Semi-Urban,1,150369.61,True
F,21.0,0.0,Low,Working,High skill tech staff,Semi-Urban,40304.62,151.96,1.0,795.89,0,Active,Urban,1,66006.31,True
M,18.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,137011.41,686.16,3.0,826.39,0,Unpossessed,Rural,1,238307.82,True
F,46.0,1423.66,Low,Working,Not available,Semi-Urban,94811.72,357.17,1.0,770.06,0,Unpossessed,Urban,1,120119.18,True
F,41.0,0.0,Low,Working,Laborers,Rural,168124.88,608.2,4.0,740.31,0,Active,Semi-Urban,1,198667.8,True
M,28.0,0.0,Low,Working,Accountants,Urban,129683.26,433.41,2.0,696.71,0,Unpossessed,Semi-Urban,1,186951.67,True
M,29.0,0.0,Low,State servant,Accountants,Semi-Urban,67908.77,336.6,1.0,656.27,0,Inactive,Rural,1,119836.04,True
F,44.0,3260.7,Low,Working,Managers,Semi-Urban,161046.46,714.59,0.0,812.36,0,Unpossessed,Rural,1,268174.33,True
M,18.0,2095.22,Low,Working,High skill tech staff,Semi-Urban,50241.28,246.9,2.0,815.01,0,Unpossessed,Urban,1,94055.67,True
M,18.0,1183.11,Low,Working,Sales staff,Semi-Urban,37122.94,181.78,2.0,779.33,0,Active,Rural,1,64607.83,True
F,61.0,3597.04,High,Pensioner,Retired,Semi-Urban,85486.52,476.09,2.0,854.81,0,Inactive,Semi-Urban,1,146514.5,True
M,60.0,1754.62,High,Pensioner,Retired,Semi-Urban,38253.16,378.06,2.0,831.0,0,Unpossessed,Urban,0,61601.5,True
M,20.0,1616.74,Low,Working,Not available,Semi-Urban,28010.08,121.87,2.0,837.25,0,Active,Semi-Urban,1,38403.19,True
F,55.0,3570.16,Low,Working,Sales staff,Semi-Urban,129697.83,554.26,2.0,774.44,0,Inactive,Semi-Urban,1,168802.03,True
M,43.0,0.0,Low,Commercial associate,Sales staff,Semi-Urban,108318.15,352.17,3.0,764.11,0,Unpossessed,Urban,1,149729.77,True
F,47.0,1935.34,Low,Working,Core staff,Semi-Urban,75096.04,472.18,1.0,754.14,0,Active,Urban,1,133221.0,True
M,21.0,1983.93,Low,Working,Laborers,Semi-Urban,70401.61,318.19,4.0,655.49,1,Inactive,Rural,1,127224.32,True
F,25.0,4129.2,Low,Working,High skill tech staff,Semi-Urban,77220.9,452.32,1.0,696.22,0,Unpossessed,Semi-Urban,1,140945.99,True
M,63.0,2920.09,Low,Working,Managers,Semi-Urban,70772.93,587.91,4.0,691.43,0,Unpossessed,Urban,1,120112.76,True
F,38.0,4814.54,Low,Commercial associate,HR staff,Urban,28125.14,128.41,2.0,853.28,0,Unpossessed,Semi-Urban,0,50772.3,True
M,60.0,975.29,Low,Working,Sales staff,Semi-Urban,25189.22,130.85,3.0,767.04,0,Inactive,Rural,1,32616.04,True
M,18.0,1222.4,Low,Commercial associate,Sales staff,Semi-Urban,45351.92,221.37,1.0,742.8,0,Inactive,Urban,1,74928.76,True
M,62.0,4252.6,High,Pensioner,Retired,Semi-Urban,153350.06,609.11,1.0,831.68,0,Inactive,Rural,1,275328.44,True
M,59.0,5167.51125,Low,Commercial associate,Managers,Semi-Urban,190161.34,678.39,2.0,823.12,0,Inactive,Rural,1,218556.96,True
M,54.0,1594.36,Low,Working,High skill tech staff,Semi-Urban,43285.55,209.21,1.0,764.53,0,Inactive,Rural,1,58366.04,True
M,60.0,0.0,High,Pensioner,Retired,Semi-Urban,109548.43,330.99,2.0,832.61,0,Active,Semi-Urban,0,200742.18,True
F,60.0,2678.99,High,Pensioner,Retired,Urban,38403.63,151.03,2.0,740.04,0,Inactive,Rural,0,71532.61,True
M,18.0,1473.92,Low,Working,Not available,Semi-Urban,55646.35,193.37,3.0,829.57,1,Active,Urban,1,87485.65,True
F,18.0,0.0,Low,Commercial associate,Secretaries,Semi-Urban,115948.57,377.93,2.0,840.01,0,Active,Semi-Urban,1,188265.97,True
F,18.0,3347.88,Low,Working,Laborers,Rural,52600.27,273.89,3.0,691.19,0,Active,Rural,1,74287.75,True
M,60.0,0.0,Low,Working,Drivers,Semi-Urban,107028.23,511.86,0.0,682.13,0,Unpossessed,Urban,1,139678.49,True
F,43.0,1864.56,Low,Working,Security staff,Rural,33175.77,159.22,1.0,839.88,1,Active,Semi-Urban,1,50555.46,True
M,57.0,1947.92,Low,Working,Drivers,Semi-Urban,37772.39,256.74,2.0,755.17,0,Inactive,Semi-Urban,1,69022.42,True
M,43.0,2178.6,Low,State servant,Secretaries,Semi-Urban,61154.19,0.0,2.0,787.79,0,Inactive,Urban,1,88436.1,True
M,18.0,1938.47,Low,Commercial associate,High skill tech staff,Semi-Urban,130838.83,357.45,3.0,719.94,0,Unpossessed,Urban,1,223365.42,True
F,63.0,1853.35,Low,Working,Core staff,Semi-Urban,40864.97,247.71,3.0,743.02,0,Unpossessed,Semi-Urban,1,50064.73,True
M,18.0,3143.5,Low,Working,Security staff,Semi-Urban,85786.72,432.99,1.0,793.77,0,Unpossessed,Urban,1,111908.48,True
F,18.0,1876.41,Low,Working,Private service staff,Semi-Urban,106952.34,703.04,3.0,673.22,0,Inactive,Urban,1,187704.04,True
F,35.0,0.0,Low,Commercial associate,Core staff,Semi-Urban,97033.9,282.68,2.0,698.41,1,Active,Urban,1,158478.94,True
M,18.0,3188.73,Low,Commercial associate,Not available,Urban,27444.59,136.24,1.0,797.76,0,Inactive,Rural,1,40899.77,True
F,57.0,1969.14,Low,Working,Medicine staff,Semi-Urban,72380.06,630.07,3.0,849.43,0,Active,Urban,1,115785.91,True
M,34.0,0.0,Low,Commercial associate,Managers,Urban,136660.48,494.93,2.0,755.6,0,Inactive,Semi-Urban,1,251485.37,True
F,58.0,4581.05,Low,Working,Accountants,Semi-Urban,108938.23,920.3712499999999,2.0,724.83,0,Unpossessed,Semi-Urban,1,168606.31,True
M,22.0,0.0,Low,Working,Cooking staff,Semi-Urban,30977.31,255.24,4.0,676.48,0,Unpossessed,Semi-Urban,1,43576.3,True
M,58.0,0.0,Low,Working,Sales staff,Semi-Urban,48992.51,329.19,2.0,818.4,1,Active,Rural,1,91710.48,True
M,19.0,1769.01,Low,Working,Cleaning staff,Semi-Urban,31173.82,161.07,3.0,691.49,0,Inactive,Semi-Urban,1,55794.92,True
M,18.0,1734.75,Low,Working,Laborers,Semi-Urban,58881.62,286.66,2.0,732.74,0,Active,Rural,1,98101.32,True
M,58.0,3365.36,Low,Commercial associate,Laborers,Urban,71433.23,269.59,2.0,753.64,0,Inactive,Urban,1,85075.16,True
M,25.0,1710.7,Low,Commercial associate,Laborers,Urban,63571.95,386.68,2.0,807.48,0,Unpossessed,Semi-Urban,1,89584.55,True
M,55.0,2490.68,Low,Commercial associate,High skill tech staff,Semi-Urban,23862.09,247.06,4.0,702.5,0,Active,Semi-Urban,1,43925.58,True
M,18.0,5167.51125,Low,Working,Managers,Semi-Urban,40496.21,300.99,2.0,672.59,1,Active,Rural,1,66885.05,True
F,55.0,4691.11,Low,Commercial associate,Managers,Semi-Urban,187576.22,738.08,2.0,848.38,0,Active,Urban,1,226095.71,True
M,18.0,2571.01,Low,Working,Laborers,Semi-Urban,172784.96,665.98,3.0,691.34,0,Inactive,Rural,1,324892.19,True
M,18.0,2472.87,Low,Working,Accountants,Rural,26650.77,273.66,2.0,719.62,0,Unpossessed,Rural,1,31384.14,True
F,30.0,2496.51,Low,Working,Not available,Semi-Urban,149245.22,614.94,2.0,664.38,0,Active,Urban,1,271256.11,True
F,22.0,3938.89,Low,Commercial associate,Not available,Semi-Urban,113453.93,898.2,3.0,685.47,1,Inactive,Rural,1,169112.86,True
F,28.0,0.0,Low,Working,Not available,Semi-Urban,127393.56,340.26,2.0,739.92,0,Active,Rural,1,235865.77,True
F,38.0,1450.75,Low,Working,Accountants,Semi-Urban,34620.82,238.11,2.0,837.4,0,Active,Urban,1,53514.72,True
F,18.0,1608.37,Low,Commercial associate,Core staff,Semi-Urban,94180.15,508.97,0.0,831.0,0,Inactive,Urban,1,160814.15,True
M,34.0,5167.51125,Low,Commercial associate,Laborers,Urban,197982.7,782.44,4.0,749.66,0,Inactive,Rural,1,329514.78,True
F,45.0,1080.46,Low,Commercial associate,Laborers,Semi-Urban,38088.34,408.14,2.0,650.7,0,Active,Rural,1,68264.75,True
F,27.0,542.06,Low,State servant,Not available,Semi-Urban,19321.44,208.92,4.0,769.19,0,Unpossessed,Semi-Urban,1,34508.1,True
M,18.0,0.0,Low,Commercial associate,Not available,Rural,66519.38,417.44,2.0,723.97,0,Unpossessed,Rural,1,95077.81,True
F,39.0,2578.9,Low,Commercial associate,Core staff,Urban,37201.98,373.1,4.0,850.31,1,Active,Rural,0,68550.52,True
F,31.0,3307.64,Low,Commercial associate,Laborers,Urban,230665.075,920.3712499999999,2.0,850.2,0,Active,Rural,1,344891.6775,True
F,40.0,1352.0,Low,Working,Not available,Semi-Urban,38214.96,197.06,2.0,696.44,0,Active,Urban,1,46212.34,True
M,61.0,3837.62,Low,Pensioner,Retired,Semi-Urban,215643.97,920.3712499999999,2.0,818.01,0,Inactive,Rural,0,301658.96,True
M,52.0,2703.38,Low,State servant,Accountants,Rural,230665.075,805.07,3.0,781.74,0,Inactive,Rural,1,344891.6775,True
M,18.0,3471.27,Low,State servant,Medicine staff,Rural,67837.4,441.79,1.0,752.6,1,Active,Urban,1,95626.66,True
F,65.0,1966.22,High,Pensioner,Retired,Semi-Urban,94152.96,317.84,2.0,748.04,0,Unpossessed,Rural,0,122981.88,True
F,24.0,993.98,Low,Working,Core staff,Rural,58067.77,271.24,2.0,760.26,0,Inactive,Urban,1,78007.03,True
M,58.0,2444.68,Low,Working,Drivers,Rural,119318.57,379.71,2.0,723.64,0,Inactive,Semi-Urban,1,140372.43,True
F,65.0,0.0,High,Pensioner,Retired,Semi-Urban,82814.98,373.53,1.0,810.51,0,Active,Urban,1,140342.46,True
M,21.0,5167.51125,Low,Working,Managers,Rural,148172.96,600.2,2.0,734.23,0,Unpossessed,Semi-Urban,1,187260.59,True
F,65.0,2055.43,High,Pensioner,Retired,Semi-Urban,61442.51,286.34,2.0,865.73,0,Active,Urban,0,103737.35,True
M,23.0,2676.09,Low,Working,Core staff,Rural,220331.65,635.18,5.0,733.11,0,Active,Urban,1,340917.41,True
F,19.0,2308.47,Low,Working,Laborers,Semi-Urban,76832.41,376.04,1.0,654.86,0,Unpossessed,Urban,1,127461.17,True
M,21.0,940.97,Low,Working,Security staff,Semi-Urban,60736.22,310.16,0.0,662.59,0,Inactive,Semi-Urban,1,114754.58,True
F,42.0,1030.21,Low,Working,High skill tech staff,Rural,41199.13,224.67,2.0,740.04,0,Active,Urban,1,74509.33,True
F,24.0,2133.52,Low,State servant,Not available,Semi-Urban,178904.26,552.16,4.0,772.46,0,Active,Rural,1,238958.2,True
F,18.0,1364.58,Low,Commercial associate,Accountants,Semi-Urban,125434.77,365.81,1.0,810.7,0,Inactive,Urban,1,204009.46,True
M,56.0,2212.89,Low,Working,High skill tech staff,Rural,34679.29,198.5,1.0,673.57,1,Inactive,Semi-Urban,1,38458.56,True
M,49.0,5128.45,Low,Working,Accountants,Semi-Urban,128727.74,605.13,4.0,773.19,1,Active,Urban,1,239523.31,True
F,21.0,0.0,Low,Commercial associate,Medicine staff,Semi-Urban,106735.41,646.67,1.0,828.58,0,Active,Urban,1,178493.22,True
F,62.0,2854.35,Low,Working,Managers,Semi-Urban,58276.0,146.57,4.0,790.14,1,Active,Urban,1,106605.86,True
F,55.0,1840.19,Low,Commercial associate,Core staff,Semi-Urban,70177.87,797.62,2.0,749.8,0,Active,Semi-Urban,1,83611.39,True
M,42.0,0.0,Low,Working,Not available,Rural,175635.72,500.78,3.0,665.38,0,Inactive,Urban,1,297322.45,True
M,43.0,2039.94,Low,Commercial associate,Accountants,Semi-Urban,55092.92,295.46,1.0,676.33,1,Unpossessed,Semi-Urban,1,100880.97,True
M,60.0,1176.19,Low,State servant,Not available,Urban,77095.7,237.87,2.0,740.04,0,Active,Urban,1,106815.19,True
M,40.0,0.0,Low,State servant,Managers,Semi-Urban,46818.49,246.51,2.0,690.51,0,Unpossessed,Semi-Urban,1,52709.73,True
F,46.0,1015.11,Low,Commercial associate,Sales staff,Semi-Urban,37794.44,272.51,3.0,812.8,0,Inactive,Semi-Urban,1,52749.54,True
M,65.0,0.0,High,Pensioner,Retired,Semi-Urban,49275.35,213.25,2.0,740.04,0,Active,Rural,0,67277.74,True
M,25.0,4803.57,Low,Working,Laborers,Rural,99523.95,654.26,2.0,788.1,0,Inactive,Urban,1,120928.94,True
F,18.0,0.0,Low,Working,Laborers,Semi-Urban,23326.19,211.0,2.0,840.87,0,Unpossessed,Urban,1,33662.35,True
F,18.0,5167.51125,Low,Commercial associate,Laborers,Urban,177367.98,763.9,3.0,781.34,0,Active,Rural,1,238974.26,True
F,63.0,0.0,High,Pensioner,Retired,Urban,155406.58,542.14,2.0,858.13,0,Active,Rural,1,183890.04,True
M,65.0,1275.83,High,Pensioner,Retired,Semi-Urban,70094.22,537.04,2.0,678.19,0,Active,Semi-Urban,1,79246.47,True
F,62.0,3376.65,Low,Working,Managers,Semi-Urban,144557.09,528.78,2.0,836.13,0,Active,Rural,1,250690.89,True
M,23.0,2723.61,Low,Commercial associate,Managers,Urban,118843.03,382.6,3.0,869.95,1,Inactive,Semi-Urban,1,217237.18,True
